date,startup,vertical,subvertical,location,investor,investment_type,amount,month,year
16-03-2016,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,Rohan Malhotra,Seed Funding,2.038,3,2016
16-03-2016,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,Harpreet Singh Grover,Seed Funding,2.038,3,2016
16-03-2016,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,Gagan Dugal,Seed Funding,2.038,3,2016
17-03-2016,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed Investors,Seed Funding,1.63,3,2016
17-03-2016,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding,1.875,3,2016
17-03-2016,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed Investors,Seed Funding,6.522,3,2016
17-03-2016,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,Rannvijay Singh,Seed Funding,0.88,3,2016
17-03-2016,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,Anita Hassan,Seed Funding,0.88,3,2016
17-03-2016,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,ani,Seed Funding,0.88,3,2016
18-03-2016,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddy,Private Equity,12.228,3,2016
18-03-2016,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Other unnamed investors,Private Equity,12.228,3,2016
19-03-2016,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding,0.245,3,2016
21-03-2016,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,Unitus Seed Fund,Seed Funding,0,3,2016
21-03-2016,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,0,3,2016
21-03-2016,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,16.304,3,2016
22-03-2016,Byju's,Consumer Internet,Educational Video Content Creator,Bangalore,Sequoia Capital India,Private Equity,611.4,3,2016
22-03-2016,Byju's,Consumer Internet,Educational Video Content Creator,Bangalore,Sofina,Private Equity,611.4,3,2016
22-03-2016,BigBasket,eCommerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,1222.8,3,2016
22-03-2016,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,Indian Angel Network,Seed Funding,4.891,3,2016
22-03-2016,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,Tracxn Labs,Seed Funding,4.891,3,2016
22-03-2016,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,Others,Seed Funding,4.891,3,2016
22-03-2016,Smartron,Technology,Internet of Things Device manufacturer,Bangalore,Sachin Tendulkar,Private Equity,0,3,2016
22-03-2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,Rajul Garg,Seed Funding,0,3,2016
22-03-2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,Alok Mittal,Seed Funding,0,3,2016
22-03-2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,Kunal Shah,Seed Funding,0,3,2016
22-03-2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,Rishi M,Seed Funding,0,3,2016
22-03-2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,awat,Seed Funding,0,3,2016
22-03-2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,Dheeraj Jain,Seed Funding,0,3,2016
22-03-2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,S,Seed Funding,0,3,2016
22-03-2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,eep T,Seed Funding,0,3,2016
22-03-2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,on,Seed Funding,0,3,2016
22-03-2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,Dexter Angel Circle,Seed Funding,0,3,2016
22-03-2016,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,Pix Vine Capital,Seed Funding,2.935,3,2016
22-03-2016,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,Infocomm Development Authority of Singapore,Seed Funding,2.935,3,2016
22-03-2016,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,GAIN,Seed Funding,0,3,2016
23-03-2016,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,Devidas Desai,Seed Funding,0.815,3,2016
23-03-2016,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,Vipul Gautam,Seed Funding,0.815,3,2016
23-03-2016,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,Singapore Angel Network,Seed Funding,0.815,3,2016
23-03-2016,SP Robotics,Technology,Robotic Classes for Students,Chennai,Indian Angel Network,Seed Funding,2.446,3,2016
23-03-2016,StalkBuyLove,eCommerce,Fashion eTailer,New Delhi,500 Startups,Seed Funding,0,3,2016
23-03-2016,StalkBuyLove,eCommerce,Fashion eTailer,New Delhi,Littlerock,Seed Funding,0,3,2016
23-03-2016,StalkBuyLove,eCommerce,Fashion eTailer,New Delhi,Singularity Ventures,Seed Funding,0,3,2016
23-03-2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,BitChemy Ventures,Private Equity,2.69,3,2016
23-03-2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,Maheshwari Investments Pvt Ltd,Private Equity,2.69,3,2016
23-03-2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,Anshoo Gaur,Private Equity,2.69,3,2016
23-03-2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,Rama Krishna Reddy,Private Equity,2.69,3,2016
23-03-2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,S,Private Equity,2.69,3,2016
23-03-2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,eep Seerapu,Private Equity,2.69,3,2016
23-03-2016,WheelStreet,Consumer Internet,Online Bike Rental platform,Bangalore,Broadbean Capital services,Private Equity,4.076,3,2016
24-03-2016,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,Bharanidharan Viswanathan,Seed Funding,1.223,3,2016
24-03-2016,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,Sanjiv Mittal,Seed Funding,1.223,3,2016
24-03-2016,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,Shobhit Shukla,Seed Funding,1.223,3,2016
24-03-2016,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,Rahul Agarwal,Seed Funding,1.223,3,2016
28-03-2016,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,Undisclosed Investors,Seed Funding,2.446,3,2016
29-03-2016,HealthEminds,Consumer Internet,Online mental healthcare,Bangalore,Robin Utthappa,Seed Funding,0,3,2016
29-03-2016,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,Rajul Garg,Seed Funding,2.446,3,2016
29-03-2016,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,Daljit Singh,Seed Funding,2.446,3,2016
29-03-2016,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,Aditya Vij,Seed Funding,2.446,3,2016
29-03-2016,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,Kishore Kumar,Seed Funding,2.446,3,2016
29-03-2016,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,Shuchin Bajaj,Seed Funding,2.446,3,2016
29-03-2016,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,38.314,3,2016
29-03-2016,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,Undisclosed Investors,Seed Funding,1.63,3,2016
29-03-2016,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,4.076,3,2016
30-03-2016,True Balance,Technology,Mobile Balance Check App,Gurgaon,SoftBank Ventures Korea,Private Equity,0,3,2016
30-03-2016,TouchKin,Healthcare,Predictive Healthcare platform,Bangalore,Alok Mittal,Seed Funding,3.261,3,2016
30-03-2016,TouchKin,Healthcare,Predictive Healthcare platform,Bangalore,Amit Gupta,Seed Funding,3.261,3,2016
30-03-2016,TouchKin,Healthcare,Predictive Healthcare platform,Bangalore,Anuj Srivastava,Seed Funding,3.261,3,2016
30-03-2016,TouchKin,Healthcare,Predictive Healthcare platform,Bangalore,Himanshu Aggarwal,Seed Funding,3.261,3,2016
30-03-2016,TouchKin,Healthcare,Predictive Healthcare platform,Bangalore,Raghun,Seed Funding,3.261,3,2016
30-03-2016,TouchKin,Healthcare,Predictive Healthcare platform,Bangalore,an G,Seed Funding,3.261,3,2016
30-03-2016,TouchKin,Healthcare,Predictive Healthcare platform,Bangalore,Puneet Agarwal,Seed Funding,3.261,3,2016
31-03-2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,Moh,Seed Funding,0,3,2016
31-03-2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,as Pai,Seed Funding,0,3,2016
31-03-2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,Hiro Mashita,Seed Funding,0,3,2016
31-03-2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,Singapore Angel Network,Seed Funding,0,3,2016
31-03-2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,500 Startups,Seed Funding,0,3,2016
31-03-2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,Rajan An,Seed Funding,0,3,2016
31-03-2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,An,Seed Funding,0,3,2016
31-03-2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,Ajay Sarupria,Seed Funding,0,3,2016
31-03-2016,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,Indian Angel Network,Seed Funding,0,3,2016
02-01-2016,Blue Tokai Coffee,eCommerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Funding,0,1,2016
02-02-2016,Altizone,Technology,IoT & M2M Solutions,Pune,Wipro Ventures,Private Equity,32.608,2,2016
02-02-2016,Altizone,Technology,IoT & M2M Solutions,Pune,Lumis Partners,Private Equity,32.608,2,2016
02-02-2016,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,TV Moh,Seed Funding,0,2,2016
02-02-2016,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,as Pai,Seed Funding,0,2,2016
02-02-2016,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,Aarin Capital,Seed Funding,0,2,2016
02-02-2016,Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,0.183,2,2016
02-02-2016,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,0.183,2,2016
02-02-2016,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,0.183,2,2016
02-03-2016,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune,Dunamis Ventures Pte Ltd,Seed Funding,8.152,3,2016
02-03-2016,Mazkara,Consumer Internet,Beauty & Wellness Platform,Dubai,Dunamis Ventures Pte Ltd,Seed Funding,8.152,3,2016
02-03-2016,RoadGods,eCommerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Funding,0.815,3,2016
02-03-2016,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,0.815,3,2016
02-03-2016,Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Funding,0.245,3,2016
02-04-2016,Perfumery,eCommerce,Fragrances & Perfume eTailer,New Delhi,Or,Seed Funding,0.245,4,2016
02-04-2016,Perfumery,eCommerce,Fragrances & Perfume eTailer,New Delhi,a Global,Seed Funding,0.245,4,2016
02-04-2016,Perfumery,eCommerce,Fragrances & Perfume eTailer,New Delhi,Others,Seed Funding,0.245,4,2016
02-05-2016,Magic Crate,Education,Children Education Platform,Bangalore,TV Moh,Seed Funding,0,5,2016
02-05-2016,Magic Crate,Education,Children Education Platform,Bangalore,as Pai,Seed Funding,0,5,2016
02-05-2016,Magic Crate,Education,Children Education Platform,Bangalore,Aarin Capital,Seed Funding,0,5,2016
02-05-2016,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore,Sherpa Capital,Private Equity,110.052,5,2016
02-05-2016,ZenDrive,Technology,Safe Driving Data & Analytics platform,San Francisco,Sherpa Capital,Private Equity,110.052,5,2016
02-05-2016,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore,Nyca Partners,Private Equity,110.052,5,2016
02-05-2016,ZenDrive,Technology,Safe Driving Data & Analytics platform,San Francisco,Nyca Partners,Private Equity,110.052,5,2016
02-05-2016,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore,Thomvest Ventures,Private Equity,110.052,5,2016
02-05-2016,ZenDrive,Technology,Safe Driving Data & Analytics platform,San Francisco,Thomvest Ventures,Private Equity,110.052,5,2016
02-05-2016,Smartcooky,eCommerce,Marketplace for Health Foods,New Delhi,V,Private Equity,0,5,2016
02-05-2016,Smartcooky,eCommerce,Marketplace for Health Foods,New Delhi,ana Luthra,Private Equity,0,5,2016
02-05-2016,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Nexus Venture Partners,Private Equity,0,5,2016
02-05-2016,BHIVE,Real Estate,Workspace Rentals,Bangalore,Raghun,Seed Funding,0,5,2016
02-05-2016,BHIVE,Real Estate,Workspace Rentals,Bangalore,an G,Seed Funding,0,5,2016
02-05-2016,BHIVE,Real Estate,Workspace Rentals,Bangalore,VentureEast,Seed Funding,0,5,2016
02-05-2016,BHIVE,Real Estate,Workspace Rentals,Bangalore,Arihant Patni of Patni Family Office,Seed Funding,0,5,2016
02-05-2016,Gingercrush,eCommerce,Personalized Products & Merchandize eTailer,Vadodara,Saha Fund,Private Equity,8.152,5,2016
02-05-2016,Gingercrush,eCommerce,Personalized Products & Merchandize eTailer,Vadodara,TV Moh,Private Equity,8.152,5,2016
02-05-2016,Gingercrush,eCommerce,Personalized Products & Merchandize eTailer,Vadodara,as Pai,Private Equity,8.152,5,2016
02-05-2016,Gingercrush,eCommerce,Personalized Products & Merchandize eTailer,Vadodara,Zia Mody,Private Equity,8.152,5,2016
02-05-2016,Gingercrush,eCommerce,Personalized Products & Merchandize eTailer,Vadodara,Mumbai Angels,Private Equity,8.152,5,2016
02-05-2016,Gingercrush,eCommerce,Personalized Products & Merchandize eTailer,Vadodara,An,Private Equity,8.152,5,2016
02-05-2016,Gingercrush,eCommerce,Personalized Products & Merchandize eTailer,Vadodara,a Kallugadde,Private Equity,8.152,5,2016
02-05-2016,Gingercrush,eCommerce,Personalized Products & Merchandize eTailer,Vadodara,Rakesh Desai,Private Equity,8.152,5,2016
02-05-2016,Gingercrush,eCommerce,Personalized Products & Merchandize eTailer,Vadodara,Rakesh Malhotra,Private Equity,8.152,5,2016
02-05-2016,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed Investors,Seed Funding,0.66,5,2016
02-05-2016,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed Investors,Seed Funding,0.424,5,2016
02-06-2016,Heads Up For Tails,eCommerce,Beauty Products Retailer,New Delhi,Undisclosed Investors,Seed Funding,8.152,6,2016
02-06-2016,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,Mohit Goel,Seed Funding,0,6,2016
02-06-2016,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,Vinod Jain,Seed Funding,0,6,2016
02-06-2016,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,Others,Seed Funding,0,6,2016
